213	95	477	693	746	618
214	270	694	751	644	670
215	239	708	534	589	357
216	80	754	657	359	799
217	178	804	296	606	381
218	63	721	437	577	802
219	232	793	418	799	720
220	143	667	645	352	609
221	7	593	291	666	367
222	171	658	672	548	481
223	44	335	325	433	572
224	147	815	615	349	744
225	84	532	666	355	404
226	4	617	420	441	734
227	103	520	338	333	336
228	141	372	784	699	464
229	196	797	545	722	494
230	216	792	588	771	643
231	104	753	685	317	346
232	229	773	469	680	432
233	31	409	654	439	425
234	92	803	337	688	421
235	163	339	580	418	768
236	219	648	373	473	308
237	19	367	809	475	351
238	182	299	711	729	278
239	119	812	501	635	274
240	238	460	499	629	468
241	159	770	697	513	816
242	15	681	806	304	614
243	257	434	590	491	388
244	140	500	553	703	512
245	35	601	428	448	769
246	65	585	738	696	530
247	242	404	568	424	673
248	97	614	354	585	333
249	112	816	591	687	762
250	64	559	375	678	315
251	168	660	665	343	794
252	224	353	604	738	664
253	16	401	527	759	561
254	248	736	277	767	462
255	46	737	407	479	449
256	223	347	783	731	309
257	123	725	740	300	654
258	12	696	639	608	531
259	96	552	474	773	386
260	55	396	483	609	696
261	200	304	393	675	615
262	21	508	546	389	321
263	99	685	748	750	384
264	139	452	341	534	403
265	201	442	329	412	393
266	117	563	708	353	556
267	175	564	392	351	584
268	129	790	441	530	277
269	190	678	328	793	640
270	249	365	276	477	603
271	30	668	284	484	549
272	9	554	758	621	690
1	266	458	431	595	503
2	239	568	602	422	788
3	34	291	573	792	632
4	113	306	491	284	731
5	41	533	487	541	369
6	214	624	321	367	732
7	234	336	661	496	457
8	82	636	679	278	302
9	61	787	569	280	627
10	241	581	787	667	685
11	193	386	320	414	490
12	20	498	792	775	436
13	7	557	342	319	761
14	253	584	497	690	301
15	33	472	535	567	606
16	192	446	647	320	298
17	143	655	674	643	476
18	187	697	707	736	407
19	18	651	785	380	645
20	261	765	705	356	814
21	248	566	698	337	361
22	67	358	331	724	644
23	243	288	571	363	601
24	4	394	754	616	681
25	122	642	618	432	499
26	64	462	544	726	757
27	89	479	730	570	414
28	210	784	584	705	545
29	62	529	480	537	751
30	181	772	764	464	566
31	189	644	617	345	766
32	175	757	443	338	427
33	65	445	596	396	541
34	48	612	304	460	297
35	84	435	365	517	623
36	129	387	739	429	737
37	188	705	646	483	655
38	73	463	555	707	800
39	92	766	455	499	730
40	42	354	750	440	500
41	31	511	747	421	669
42	66	710	531	576	443
43	107	594	733	445	477
44	267	493	664	807	360
45	100	483	306	710	650
46	142	417	706	372	428
47	51	767	775	454	486
48	201	439	660	288	406
49	6	415	637	411	335
50	111	496	791	500	433
51	247	537	781	697	634
52	230	403	767	599	358
53	56	398	539	494	392
54	37	795	651	725	395
55	222	510	318	766	581
56	124	723	387	590	430
57	60	813	378	306	340
58	112	775	508	469	812
59	215	536	766	311	772
60	150	807	675	303	756
61	95	540	662	808	299
62	200	670	556	789	293
63	270	712	514	592	608
64	268	436	381	536	525
65	11	811	635	471	280
66	74	407	676	402	813
67	148	275	498	550	504
68	262	273	709	774	279
69	21	399	789	601	635
70	137	679	413	318	533
71	228	390	351	732	338
72	58	579	619	794	712
73	172	419	721	580	656
74	78	580	611	340	292
75	157	420	594	711	573
76	90	701	771	503	686
77	240	295	700	811	423
78	2	724	424	677	790
79	101	504	440	512	326
80	50	391	728	765	294
81	218	746	466	556	689
82	46	569	357	453	544
83	153	307	517	744	723
84	22	428	574	395	659
85	98	337	583	627	617
86	227	433	459	713	621
87	194	330	528	314	588
88	108	740	798	631	702
89	68	429	467	745	456
90	165	592	324	587	488
91	87	632	630	504	448
92	202	589	427	507	310
93	115	695	406	702	413
94	246	323	389	603	349
95	94	689	752	790	471
96	236	738	367	310	484
97	229	293	755	683	532
98	55	375	430	718	660
99	9	751	625	391	594
100	49	608	701	302	400
101	196	388	763	365	320
102	265	542	479	758	630
103	263	281	349	404	697
104	93	706	760	350	537
105	43	544	356	558	740
106	146	794	779	763	416
107	184	311	570	415	492
108	169	518	712	535	667
109	160	459	688	581	445
110	132	449	362	474	661
111	130	543	369	812	396
112	207	467	516	329	540
113	104	333	566	323	332
114	171	613	434	514	325
115	272	454	541	573	592
116	32	780	417	381	460
117	125	541	627	373	451
118	119	633	796	281	804
119	154	684	801	296	598
120	225	550	282	814	792
121	106	437	811	533	434
122	211	534	620	522	560
123	235	521	695	428	441
124	182	735	689	478	550
125	97	531	312	588	718
126	96	298	309	628	787
127	255	630	529	327	595
128	10	319	727	360	770
129	242	558	410	423	666
130	83	762	449	425	565
131	14	320	438	586	791
132	162	468	699	575	624
133	88	610	345	330	455
134	117	587	575	596	657
135	174	356	464	362	470
136	17	576	542	382	348
137	203	680	538	387	647
138	216	800	448	649	764
139	35	675	759	480	662
140	159	274	606	681	319
141	77	688	609	597	725
142	168	424	690	555	501
143	166	284	390	572	354
144	81	549	663	639	672
145	232	492	380	520	580
146	176	647	696	286	506
147	40	683	667	716	287
148	191	457	659	737	639
149	38	412	656	406	286
150	186	547	753	662	782
151	231	713	799	669	557
152	233	385	505	399	729
153	120	315	503	755	653
154	183	623	506	739	542
155	158	674	386	446	716
156	75	280	364	366	695
157	167	421	658	409	735
158	170	402	313	757	300
159	53	771	415	437	767
160	252	289	470	509	372
161	57	791	804	802	514
162	190	704	623	305	749
163	29	305	433	346	562
164	25	734	477	322	356
165	52	605	513	798	596
166	102	720	774	430	701
167	19	473	361	591	722
168	45	745	518	778	524
169	198	384	600	816	317
170	217	451	332	753	652
171	118	346	797	332	439
172	209	600	737	660	727
173	213	555	631	370	717
174	63	578	726	646	288
175	245	574	323	562	805
176	156	425	634	326	415
177	208	278	780	637	773
178	114	677	519	452	671
179	127	495	612	312	807
180	47	397	494	529	646
181	256	801	482	788	554
182	206	700	777	803	435
183	257	692	274	297	570
184	219	671	355	762	523
185	109	702	800	617	699
186	123	431	788	498	633
187	264	501	648	566	489
188	91	777	815	375	547
189	179	474	334	419	482
190	69	664	576	648	625
191	23	763	562	451	473
192	244	714	465	734	452
193	271	370	530	674	379
194	72	545	683	801	461
195	173	486	401	545	339
196	26	301	561	602	569
197	136	506	735	371	519
198	151	475	718	689	483
199	237	430	343	481	521
200	163	627	808	623	424
201	220	599	319	786	289
202	99	641	761	276	620
203	145	411	299	486	539
204	24	488	472	791	548
205	76	731	336	328	763
206	28	618	423	531	366
207	152	363	316	772	687
208	30	788	704	361	553
209	135	423	412	298	619
210	212	303	713	393	715
211	249	573	500	416	304
212	147	351	638	417	281
213	180	577	358	698	705
214	16	739	305	642	578
215	205	631	485	568	691
216	105	471	473	495	528
217	226	357	382	706	527
218	197	286	509	488	801
219	254	810	621	342	585
220	134	548	471	784	638
221	223	760	452	658	765
222	1	687	290	505	285
223	269	450	384	735	534
224	86	494	280	485	342
225	177	364	652	285	815
226	12	380	370	748	752
227	71	782	710	610	511
228	259	308	715	487	466
229	128	527	582	594	508
230	121	332	436	564	526
231	13	756	579	764	467
232	103	625	414	607	374
233	164	349	330	663	708
234	141	733	720	559	405
235	3	565	461	727	472
236	44	643	742	316	529
237	79	292	686	403	753
238	54	649	807	769	703
239	80	443	363	527	796
240	126	300	476	618	316
241	251	626	795	385	345
242	144	416	749	334	587
243	140	410	520	383	759
244	138	748	599	405	330
245	27	749	419	467	536
246	85	586	680	668	409
247	185	519	383	413	493
248	39	317	398	654	305
249	15	759	601	624	629
250	199	732	495	388	738
251	204	408	677	600	758
252	8	650	283	686	678
253	238	360	510	407	694
254	116	707	769	741	785
255	221	582	416	761	371
256	5	405	411	583	676
257	250	742	368	779	651
258	133	393	687	733	343
259	161	703	626	497	283
260	258	778	521	647	612
261	59	285	703	348	719
262	149	699	388	401	739
263	155	513	333	526	398
264	178	602	668	777	567
265	224	561	719	625	417
266	131	310	682	275	810
267	195	377	578	544	808
268	70	373	288	457	783
269	260	719	374	782	364
270	36	503	281	321	480
271	110	755	649	579	402
272	139	340	558	397	793
